incident_id,incident_entity,peer_name,peer_country,latitude,longitude,confidence,verification_status,exposure_reason,source_type,source_url,source_citation
ATK-BANK-016,Barclays Bank PLC,Standard Chartered Bank,United Kingdom,54.7023545,-3.2765753,CONFIRMED,reconfirmed_via_search,"FCA fined Standard Chartered £102.2M for serious and sustained shortcomings in AML customer due diligence and ongoing monitoring controls, directly comparable to the due-diligence gaps found in the Barclays Stunt & Co matter.",news_report,https://www.fca.org.uk/news/press-releases/fca-fines-standard-chartered-bank-102-2-million-poor-aml-controls,"Confirmed: FCA fined Standard Chartered £102.2M for serious, sustained AML customer due-diligence and monitoring shortcomings in UK correspondent banking and UAE branches."
ATK-BANK-017,French State / DGFiP (this incident is about UBS),HSBC Private Bank (Suisse) SA,Switzerland,46.7985624,8.2319736,CONFIRMED,reconfirmed_via_search,"HSBC Private Bank Suisse was indicted in France for organized money laundering and criminal association tied to a suspected $300M scheme, mirroring UBS's cross-border private-banking money-laundering conviction in the same French judicial system.",news_report,https://fincrimecentral.com/hsbc-private-bank-money-laundering-indictment/,Confirmed: HSBC Private Bank Suisse indicted by French prosecutors for organized money laundering/criminal association tied to the ~$300M Banque du Liban (Salameh) embezzlement scheme.
ATK-BANK-017,French State / DGFiP (this incident is about UBS),HSBC Private Bank (Suisse) SA (US DPA),Switzerland,46.7985624,8.2319736,CONFIRMED,reconfirmed_via_search,"HSBC Private Bank Suisse separately entered a deferred prosecution agreement with the US DOJ over cross-border private banking conduct that enabled US clients to evade taxes and hide assets, echoing the cross-border solicitation model at issue in the UBS France case.",news_report,https://www.justice.gov/archives/opa/pr/justice-department-announces-deferred-prosecution-agreement-hsbc-private-bank-suisse-sa,"Confirmed: HSBC Switzerland entered a DOJ deferred prosecution agreement, admitting it conspired with US clients 2000-2010 to defraud the US on taxes; paid $192.35M."
ATK-BANK-017,French State / DGFiP (this incident is about UBS),Credit Suisse AG (now part of UBS Group),Switzerland,46.7985624,8.2319736,MEDIUM,model_inference,"Credit Suisse pleaded guilty in the US in 2014 to conspiracy for helping American clients evade taxes via undisclosed offshore accounts, and faced parallel European tax-evasion-facilitation probes — the same cross-border private-banking solicitation risk pattern as UBS's French conviction.",model_inference,,sector peer inferred from competitor knowledge; not source-verified
ATK-BANK-017,French State / DGFiP (this incident is about UBS),BNP Paribas SA,France,48.8683364,2.3324349,DIRECTIONAL,model_inference,"BNP Paribas, as a major French private/cross-border bank, operates in the same regulatory environment targeted by French authorities for unlawful client solicitation and money-laundering enforcement, representing sector-level exposure to this risk category.",model_inference,,sector peer inferred from competitor knowledge; not source-verified
ATK-BANK-018,Government of Malaysia (this incident is about JPMorgan),"Goldman Sachs Group, Inc.",United States,39.7837304,-100.445882,CONFIRMED,confirmed,"Goldman Sachs underwrote $6.5B in 1MDB bond offerings, earned ~$600M in fees, and paid a $2.9B-plus settlement to Malaysia — the largest and most direct bank peer to JPMorgan's 1MDB-linked money-laundering exposure.",news_report,https://euromoney.com/article/b12kpj7vwr7qtj/the-doj-1mdb-complaint-analysed-how-the-named-banks-fare,Euromoney: 'The DoJ 1MDB complaint analysed: how the named banks fare'
ATK-BANK-018,Government of Malaysia (this incident is about JPMorgan),Standard Chartered Bank (Singapore) Limited,Singapore,1.357107,103.8194992,REPORTED,confirmed,"Standard Chartered Bank Singapore was named among institutions sued by 1MDB for facilitating fund transfers lost in the scandal, placing it in the same 1MDB-linked AML exposure category as JPMorgan.",news_report,https://en.wikipedia.org/wiki/Timeline_of_the_1Malaysia_Development_Berhad_scandal,Wikipedia: 'Timeline of the 1Malaysia Development Berhad scandal' (institutions sued by 1MDB)
ATK-BANK-018,Government of Malaysia (this incident is about JPMorgan),AmBank Group (AMMB Holdings Berhad),Malaysia,4.5693754,102.2656823,CONFIRMED,reconfirmed_via_search,"AmBank was the originating bank for 2011 transfers from 1MDB into the Good Star account beneficially owned by Jho Low, used to launder over $400M, and separately settled with Malaysian authorities for RM2.83B — direct 1MDB money-laundering exposure parallel to JPMorgan's Swiss subsidiary conviction.",news_report,https://theedgemalaysia.com/article/mof-ammb-holdings-bhd-pay-rm283b-malaysian-govt-1mdbrelated-settlement,Confirmed: AmBank gave false/misleading transaction info that routed 1MDB-linked funds through the Good Star account (Jho Low); settled RM2.83B with Malaysian government over its 1MDB role.
ATK-BANK-018,Government of Malaysia (this incident is about JPMorgan),Deutsche Bank AG,Germany,48.1165511,11.5968917,MEDIUM,resourced_correctly,"Deutsche Bank (Malaysia) Bhd was among the institutions sued by 1MDB for funds lost in the scandal, giving it the same 1MDB-linked money-laundering exposure profile now closed out for JPMorgan via the $330M settlement.",news_report,https://www.malaymail.com/news/malaysia/2025/11/13/1mdb-drops-jpmorgan-coutts-billion-dollar-suit-now-zeroes-in-on-deutsche-bank-petrosaudi-tarek-obaid-and-patrick-mahony/198242,"Malay Mail (Nov 2025) confirms 1MDB's billion-dollar suit against Deutsche Bank (Malaysia) Bhd for $1.11B in alleged losses, continuing after JPMorgan/Coutts were dropped -- more specific and current than the general Wikipedia timeline."
ATK-BANK-019,Goldman Sachs Bank USA,Synchrony Financial,United States,41.0972807,-73.5616788,MEDIUM,confirmed,"Synchrony operates numerous co-branded/private-label retailer credit card programs and has faced CFPB civil investigative demands over marketing and servicing practices, placing it in the same bank-fintech/retail-partner card program risk category as Goldman's Apple Card.",news_report,https://www.americanbanker.com/news/synchrony-isnt-sweating-cfpb-scrutiny-of-late-fees-ceo-says,"American Banker: 'Synchrony isn't sweating CFPB scrutiny of late fees, CEO says'"
ATK-BANK-019,Goldman Sachs Bank USA,Cross River Bank,United States,39.7837304,-100.445882,CONFIRMED,confirmed,"Cross River Bank, a major bank-as-a-service provider for fintech partnerships, entered an FDIC consent order over unsafe/unsound fair-lending practices, which regulators and commentary flagged as a signal of heightened scrutiny of bank-fintech partnership programs generally — the same structural risk exposed by the Goldman/Apple failure.",news_report,https://www.consumerfinancemonitor.com/2023/05/04/fdic-consent-order-with-cross-river-bank-indicates-heightened-scrutiny-of-bank-fintech-partnerships/,Consumer Finance Monitor: 'FDIC consent order with Cross River Bank indicates heightened scrutiny of bank-fintech partnerships'
ATK-BANK-019,Goldman Sachs Bank USA,WebBank,United States,39.7837304,-100.445882,DIRECTIONAL,model_inference,"WebBank is a bank-partner issuer for multiple fintech co-branded credit programs (e.g., with Upgrade, Brigit and other platforms), carrying the same partner-program compliance and dispute-handling risk profile regulators targeted in the Apple Card enforcement action.",model_inference,,sector peer inferred from competitor knowledge; not source-verified
ATK-BANK-019,Goldman Sachs Bank USA,Barclays US Consumer Bank (Barclays Bank Delaware),United States,39.7837304,-100.445882,DIRECTIONAL,model_inference,"Barclays US Consumer Bank operates co-branded credit card programs with technology and travel partners (e.g., JetBlue, Wyndham), exposing it to the same partner-dependent dispute-handling and consumer-protection compliance risk that triggered the Goldman/Apple CFPB action.",model_inference,,sector peer inferred from competitor knowledge; not source-verified
ATK-BANK-020,JPMorgan Chase,Bank of America,United States,41.8838459,-87.6374992,CONFIRMED,reconfirmed_via_search,"Named co-defendant in the same CFPB Zelle enforcement action, alleged to have failed to implement adequate identity-verification and fraud controls on the peer-to-peer rail.",news_report,https://www.consumerfinance.gov/archive/newsroom/cfpb-sues-jpmorgan-chase-bank-of-america-and-wells-fargo-for-allowing-fraud-to-fester-on-zelle/,"Confirmed: CFPB's Dec 2024 complaint named Bank of America as co-defendant with JPMorgan and Wells Fargo over inadequate Zelle fraud controls (suit later voluntarily dismissed March 2025, but the co-defendant claim itself is accurate)."
ATK-BANK-020,JPMorgan Chase,Wells Fargo,United States,47.8162292,-110.6692266,CONFIRMED,confirmed,"Named co-defendant in the CFPB Zelle suit, with over $220M in customer fraud losses cited by regulators, and subject to the parallel NY AG action against Early Warning Services.",regulatory,https://www.consumerfinance.gov/archive/newsroom/cfpb-sues-jpmorgan-chase-bank-of-america-and-wells-fargo-for-allowing-fraud-to-fester-on-zelle/,"CFPB newsroom: CFPB Sues JPMorgan Chase, Bank of America, and Wells Fargo for Allowing Fraud to Fester on Zelle"
ATK-BANK-020,JPMorgan Chase,Early Warning Services LLC,United States,39.7837304,-100.445882,CONFIRMED,reconfirmed_via_search,Bank-owned operator of the Zelle network itself named as a defendant in the CFPB suit and separately sued by the New York Attorney General in August 2025 over the same fraud-control failures.,news_report,https://ag.ny.gov/press-release/2025/attorney-general-james-sues-company-behind-zelle-enabling-widespread-fraud,Confirmed: EWS (Zelle operator) was a CFPB co-defendant in Dec 2024 and separately sued by NY AG Letitia James in August 2025 over the same fraud-control failures.
ATK-BANK-020,JPMorgan Chase,Truist Financial,United States,39.2614813,-76.6943689,DIRECTIONAL,model_inference,"Zelle network co-owner bank exposed to the same peer-to-peer fraud-control and Reg E error-resolution risk highlighted by the CFPB action, though not named as a defendant.",model_inference,,sector peer inferred from Zelle bank-consortium ownership structure; not source-verified as a named defendant
ATK-BANK-020,JPMorgan Chase,PNC Financial Services Group,United States,39.7837304,-100.445882,DIRECTIONAL,model_inference,Zelle network co-owner bank facing the same identity-verification and fraud-liability exposure underlying the CFPB and NY AG actions against Early Warning Services.,model_inference,,sector peer inferred from Zelle bank-consortium ownership structure; not source-verified as a named defendant
ATK-BANK-021,"JPMorgan Chase Bank, N.A.",Citigroup,United States,34.0516191,-118.2553727,MEDIUM,confirmed,"Fellow G-SIB fined $135.6M by the OCC and Federal Reserve in 2024 for unremediated risk-management and data-governance deficiencies, reflecting the same category of multi-regulator surveillance/control-gap exposure.",news_report,https://www.complianceweek.com/regulatory-enforcement/occ-fed-fine-citi-136m-for-repeated-risk-management-data-governance-failures/35079.article,"Compliance Week: OCC, Fed fine Citi $136M for repeated risk management, data governance failures"
ATK-BANK-021,"JPMorgan Chase Bank, N.A.",Bank of America,United States,41.8838459,-87.6374992,DIRECTIONAL,model_inference,Comparable large trading-venue-connected G-SIB where surveillance-coverage gaps across dozens of global venues pose the same structural risk the OCC cited against JPMorgan.,model_inference,,sector peer inferred from comparable multi-venue trading footprint; not source-verified as subject of an equivalent order
ATK-BANK-021,"JPMorgan Chase Bank, N.A.",Goldman Sachs,United States,40.5703722,-74.6703296,DIRECTIONAL,model_inference,"Major broker-dealer with extensive multi-venue order flow, sharing the same trade-surveillance-coverage risk profile that produced JPMorgan's OCC and CFTC penalties.",model_inference,,sector peer inferred from comparable trading-surveillance obligations; not source-verified
ATK-BANK-021,"JPMorgan Chase Bank, N.A.",Morgan Stanley,United States,43.0800861,-73.7855442,DIRECTIONAL,model_inference,Comparable global markets business subject to CFTC and OCC oversight of trade-surveillance and order-message monitoring across designated contract markets.,model_inference,,sector peer inferred from comparable regulatory exposure to trade surveillance rules; not source-verified
ATK-BANK-022,Morgan Stanley — Institutional Securities,Goldman Sachs,United States,40.5703722,-74.6703296,MEDIUM,unverified_access_blocked,Directly named alongside Morgan Stanley in SEC enforcement discussion of block-trade information-barrier failures on Wall Street equity syndicate desks during the same period.,regulatory,https://www.sec.gov/newsroom/press-releases/2024-6,SEC: SEC Charges Morgan Stanley and Former Executive Pawan Passi with Fraud in Block Trading Business
ATK-BANK-022,Morgan Stanley — Institutional Securities,JPMorgan Chase,United States,39.9891543,-105.0205319,DIRECTIONAL,model_inference,Competing bulge-bracket equity syndicate desk handling the same type of confidential block-trade order flow subject to information-barrier and MNPI leakage risk.,model_inference,,sector peer inferred from comparable equity capital markets syndicate business; not source-verified
ATK-BANK-022,Morgan Stanley — Institutional Securities,Bank of America,United States,41.8838459,-87.6374992,DIRECTIONAL,model_inference,Major equity syndicate desk operator facing the same private-side/trading-side information-barrier control requirements central to the Morgan Stanley case.,model_inference,,sector peer inferred from comparable syndicate-desk structure; not source-verified
ATK-BANK-022,Morgan Stanley — Institutional Securities,Citigroup,United States,34.0516191,-118.2553727,DIRECTIONAL,model_inference,Comparable global block-trading and equity syndicate operation exposed to the same buy-side pre-positioning and confidentiality-leak risk pattern.,model_inference,,sector peer inferred from comparable syndicate-desk structure; not source-verified
ATK-BANK-023,Nadine Ahn,Royal Bank of Canada,Canada,45.3371258,-75.9089633,CONFIRMED,confirmed,"The employer bank itself, whose board and governance processes are directly implicated in the CFO's termination, subsequent C$48.9M suit and C$4.4M countersuit — the primary entity bearing this reputational and governance risk.",news_report,https://fortune.com/2024/08/21/rbc-countersues-fired-cfo-personal-relationship-bank-claims-supported-her-career/,"Fortune: RBC countersues fired CFO for 'personal relationship,' bank claims it supported her career"
ATK-BANK-023,Nadine Ahn,Wells Fargo,United States,47.8162292,-110.6692266,DIRECTIONAL,model_inference,Comparable large bank where undisclosed executive relationships and code-of-conduct breaches producing preferential compensation decisions represent the same governance-disclosure risk category.,model_inference,,sector peer inferred from comparable C-suite governance risk; not source-verified
ATK-BANK-023,Nadine Ahn,Toronto-Dominion Bank,Canada,49.8333798,-97.0470399,DIRECTIONAL,model_inference,Peer Canadian G-SIB with the same board-level code-of-conduct and executive-disclosure governance framework exposed to identical undisclosed-relationship risk.,model_inference,,sector peer inferred from comparable Canadian bank governance structure; not source-verified
ATK-BANK-024,Anand Selva — Citi COO,Citigroup,United States,34.0516191,-118.2553727,CONFIRMED,confirmed,"The bank itself, fined a combined $135.6M by the OCC and Federal Reserve weeks after the whistleblower suit for failing to remediate the same data-governance deficiencies at the center of the retaliation claim.",news_report,https://www.complianceweek.com/regulatory-enforcement/occ-fed-fine-citi-136m-for-repeated-risk-management-data-governance-failures/35079.article,"Compliance Week: OCC, Fed fine Citi $136M for repeated risk management, data governance failures"
ATK-BANK-024,Anand Selva — Citi COO,Wells Fargo,United States,47.8162292,-110.6692266,DIRECTIONAL,model_inference,"Peer G-SIB under sustained multi-year OCC/Fed consent-order remediation for risk-management and compliance-reporting deficiencies, sharing the same regulatory-reporting integrity risk.",model_inference,,sector peer inferred from comparable long-running consent-order remediation exposure; not source-verified
ATK-BANK-024,Anand Selva — Citi COO,JPMorgan Chase,United States,39.9891543,-105.0205319,DIRECTIONAL,model_inference,Comparable G-SIB where internal compliance-metric integrity and OCC reporting accuracy are subject to the same supervisory scrutiny that produced the whistleblower allegation against Citi's COO.,model_inference,,sector peer inferred from comparable regulatory reporting obligations; not source-verified
ATK-BANK-025,Charles W. Scharf,Wells Fargo,United States,47.8162292,-110.6692266,CONFIRMED,confirmed,"The bank itself, which paid the $85M securities-class-action settlement over the 'diverse slate' fake-interview scheme and remains under scrutiny while rebuilding credibility after the fake-accounts scandal.",news_report,https://www.hrdive.com/news/diverse-hiring-slate-sham-wells-fargo/803514/,HR Dive: Judge OKs $85M Wells Fargo settlement in lawsuit alleging 'sham' DEI hiring practices
ATK-BANK-025,Charles W. Scharf,Citigroup,United States,34.0516191,-118.2553727,DIRECTIONAL,model_inference,"Peer bank that has publicly maintained diverse-slate-style hiring commitments, carrying comparable securities-disclosure risk if hiring-practice claims diverge from actual implementation.",model_inference,,sector peer inferred from comparable public DEI hiring commitments; not source-verified
ATK-BANK-025,Charles W. Scharf,Bank of America,United States,41.8838459,-87.6374992,DIRECTIONAL,model_inference,Large bank with publicized diversity-in-hiring initiatives exposed to the same investor-disclosure and discriminatory-hiring litigation risk pattern as Wells Fargo's diverse-slate policy.,model_inference,,sector peer inferred from comparable public DEI hiring commitments; not source-verified
ATK-BANK-026,Citi Treasury & Trade Solutions operations staff,Citigroup,United States,34.0516191,-118.2553727,CONFIRMED,reconfirmed_via_search,"The bank itself, which logged the $81 trillion near-miss and separately recorded ten $1bn-plus near misses in 2024, reported to the Federal Reserve and OCC as evidence of manual-process fragility.",news_report,https://www.cnbc.com/2025/03/01/citigroup-mistakenly-credited-a-customer-account-with-81-trillion.html,"Confirmed: Citigroup mistakenly credited a customer $81 trillion (April 2024), disclosed to the Fed/OCC as a near-miss; bank logged 10 near-misses of $1B+ in 2024."
ATK-BANK-026,Citi Treasury & Trade Solutions operations staff,JPMorgan Chase,United States,39.9891543,-105.0205319,DIRECTIONAL,model_inference,Comparable G-SIB running large-scale manual and semi-manual payment-processing workflows exposed to the same fat-finger and backup-screen operational risk highlighted in Citi's near-miss disclosure.,model_inference,,sector peer inferred from comparable payments operations scale; not source-verified
ATK-BANK-026,Citi Treasury & Trade Solutions operations staff,Bank of America,United States,41.8838459,-87.6374992,DIRECTIONAL,model_inference,Peer G-SIB payments operation subject to the same regulatory near-miss reporting expectations from the Federal Reserve and OCC around manual entry and checker controls.,model_inference,,sector peer inferred from comparable payments operations scale; not source-verified
ATK-BANK-026,Citi Treasury & Trade Solutions operations staff,HSBC,United Kingdom,51.5062861,-0.1512263,DIRECTIONAL,model_inference,Global transaction-banking peer with comparable seldom-used legacy payment screens and manual checker workflows carrying the same large-value fat-finger risk.,model_inference,,sector peer inferred from comparable global payments infrastructure; not source-verified
ATK-BANK-027,CrowdStrike Holdings (CRWD),Bank of America,United States,41.8838459,-87.6374992,CONFIRMED,confirmed,Named among the major banks whose online and mobile banking services were disrupted for hours by the same 19 July 2024 CrowdStrike Falcon update failure.,news_report,https://www.newsweek.com/crowdstrike-outage-banks-apps-impacted-1927642,"Newsweek: Who Uses CrowdStrike? List of Banks, Apps Affected by Outage"
ATK-BANK-027,CrowdStrike Holdings (CRWD),Wells Fargo,United States,47.8162292,-110.6692266,MEDIUM,resourced_correctly,"Confirmed among the US banks hit by the CrowdStrike Falcon Channel File 291 outage, illustrating shared single-vendor concentration risk with JPMorgan and peers.",news_report,https://www.americanbanker.com/list/crowdstrike-outage-the-fight-against-fraud-top-banking-news-july-2024,"American Banker confirms Chase, Bank of America, Wells Fargo, U.S. Bank, Capital One, and Charles Schwab were among US banks affected by the July 2024 CrowdStrike Falcon outage."
ATK-BANK-027,CrowdStrike Holdings (CRWD),Charles Schwab,United States,40.7409651,-73.9876404,MEDIUM,resourced_correctly,"Trading platform confirmed disrupted by the CrowdStrike outage alongside E*Trade and Merrill Edge, evidencing the same third-party cybersecurity-vendor concentration exposure across brokerages.",news_report,https://www.cnbc.com/2024/07/19/global-tech-outage-hit-financial-services-company-charles-schwab-.html,"CNBC confirms Charles Schwab's trading platform/website was disrupted in the July 2024 CrowdStrike outage, with warnings about duplicate trades and phone-service delays -- a more direct source than the general TechCrunch roundup."
ATK-BANK-027,CrowdStrike Holdings (CRWD),U.S. Bancorp,United States,43.0374297,-87.9030262,MEDIUM,resourced_correctly,"Confirmed among the US banks whose systems were disrupted in the same Windows boot-loop event, reinforcing the outage's reach across regional and national banking infrastructure.",news_report,https://www.americanbanker.com/list/crowdstrike-outage-the-fight-against-fraud-top-banking-news-july-2024,"American Banker confirms U.S. Bank was among the US banks affected by the July 2024 CrowdStrike outage, alongside Chase, Bank of America, Wells Fargo, Capital One, and Charles Schwab."
ATK-BANK-027,CrowdStrike Holdings (CRWD),Capital One,United States,33.1519177,-96.8041158,MEDIUM,resourced_correctly,Confirmed among the US financial institutions affected by the CrowdStrike Falcon update failure that crashed Windows hosts across banking infrastructure worldwide.,news_report,https://www.americanbanker.com/list/crowdstrike-outage-the-fight-against-fraud-top-banking-news-july-2024,"American Banker confirms Capital One was among the US banks affected by the July 2024 CrowdStrike Falcon update failure, corroborated by CNBC's outage coverage."
ATK-BANK-028,Bank of America (BAC),Truist Financial,United States,39.2614813,-76.6943689,REPORTED,reconfirmed_via_search,"Truist is a large Zelle-enrolled bank reported among those whose customers were directly hit by the May 2025 Fiserv/Zelle infrastructure fault, sharing the same third-party payment-rail concentration risk.",news_report,https://www.cnn.com/2025/05/02/business/zelle-outage-banks-payments,"Confirmed: Truist customers were among those affected by the May 2, 2025 Fiserv-driven Zelle outage."
ATK-BANK-028,Bank of America (BAC),Navy Federal Credit Union,United States,38.8734831,-76.993089,REPORTED,confirmed,"Navy Federal was named among institutions whose members were affected by the Fiserv-triggered Zelle/ACH freeze, exposing the same reliance on a shared back-end processor.",news_report,https://www.americanbanker.com/payments/news/banks-recover-from-friday-fiserv-outage,American Banker: Banks recover from Friday Fiserv outage (May 2025)
ATK-BANK-028,Bank of America (BAC),Fidelity National Information Services (FIS Global),United States,39.7837304,-100.445882,MEDIUM,confirmed,"FIS is a rival core/payments processor that, like Fiserv, resells the Zelle platform and concentrates payment rails for thousands of banks, embodying the identical single-vendor systemic failure surface.",news_report,https://finance.yahoo.com/news/fiserv-outage-underscores-importance-bank-181301779.html,Yahoo Finance/TSG: Fiserv outage underscores importance of bank contingency planning
ATK-BANK-028,Bank of America (BAC),Jack Henry & Associates,United States,33.0830276,-96.6821111,MEDIUM,confirmed,"Jack Henry is another Zelle reseller and core processor for many community banks and credit unions, carrying the same third-party concentration exposure that turned one processor fault into a nationwide freeze.",news_report,https://finance.yahoo.com/news/fiserv-outage-underscores-importance-bank-181301779.html,Yahoo Finance/TSG: Fiserv outage underscores importance of bank contingency planning
ATK-BANK-028,Bank of America (BAC),Capital One Financial,United States,37.7887697,-122.403832,REPORTED,reconfirmed_via_search,"Capital One was reported among banks whose customers were hit by the Fiserv/Zelle outage, and separately suffered a vendor-driven outage days earlier, making it doubly exposed to payment-rail concentration.",news_report,https://www.cnn.com/2025/05/02/business/zelle-outage-banks-payments,"Confirmed: Capital One customers were among those affected by the May 2, 2025 Fiserv-driven Zelle outage."
ATK-BANK-029,Barclays UK retail & SME customers,Lloyds Banking Group,United Kingdom,53.8081634,-1.6829823,REPORTED,reconfirmed_via_search,"Lloyds was one of the nine UK banks whose outage data the Treasury Committee aggregated in the same inquiry, sharing the ageing-core-system operational-resilience risk that felled Barclays on payday.",news_report,https://committees.parliament.uk/committee/158/treasury-committee/news/205611/more-than-one-months-worth-of-it-failures-at-major-banks-and-building-societies-in-the-last-two-years/,"Treasury Committee data confirms Lloyds was one of nine banks/building societies (Barclays, HSBC, Lloyds, Nationwide, Santander, NatWest, Danske, Bank of Ireland, AIB) reporting 803 hours of unplanned IT outages 2023-2025."
ATK-BANK-029,Barclays UK retail & SME customers,NatWest Group,United Kingdom,53.4801669,-2.2539766,REPORTED,reconfirmed_via_search,"NatWest was among the nine institutions reporting unplanned outages to the Treasury Committee, exposed to the same core-banking and payment-rail fragility highlighted by the Barclays failure.",news_report,https://committees.parliament.uk/committee/158/treasury-committee/news/205611/more-than-one-months-worth-of-it-failures-at-major-banks-and-building-societies-in-the-last-two-years/,"Treasury Committee data confirms NatWest was one of nine banks/building societies contacted and included in the 803-hour outage tally, following the Barclays payday IT failure."
ATK-BANK-029,Barclays UK retail & SME customers,HSBC UK,United Kingdom,51.5054316,-0.0174404,REPORTED,reconfirmed_via_search,"HSBC was named among the nine UK banks in the Treasury Committee outage tally, carrying the same operational-resilience exposure on high-volume days such as payday and tax deadlines.",news_report,https://committees.parliament.uk/committee/158/treasury-committee/news/205186/bank-outages-committee-demands-answers-from-banks-and-building-societies-following-barclays-it-failure/,"Treasury Committee confirms HSBC was one of nine institutions (with Barclays, Lloyds, Nationwide, NatWest, Santander, Danske, Bank of Ireland, AIB) contacted over the outage inquiry."
ATK-BANK-029,Barclays UK retail & SME customers,Nationwide Building Society,United Kingdom,51.5735916,-0.4234414,REPORTED,reconfirmed_via_search,"Nationwide was one of the nine firms whose unplanned outage hours fed the Committee's 803-hour total, sharing the core-system disruption risk exposed by the Barclays incident.",news_report,https://committees.parliament.uk/committee/158/treasury-committee/news/205611/more-than-one-months-worth-of-it-failures-at-major-banks-and-building-societies-in-the-last-two-years/,Confirmed: Nationwide was one of the nine firms in the Treasury Committee's 803-hour/158-incident outage tally alongside Barclays.
ATK-BANK-029,Barclays UK retail & SME customers,Santander UK,United Kingdom,54.7023545,-3.2765753,REPORTED,confirmed,"Santander UK was among the nine banks reporting to the Treasury Committee, exposed to the same third-party-supplier and change-driven outage causes cited across the inquiry.",news_report,https://www.computerweekly.com/news/366619008/MPs-demand-bank-bosses-come-clean-over-IT-outages-following-Barclays-outage,Computer Weekly: MPs demand bank bosses come clean over IT outages (2025)
ATK-BANK-030,Capital One Financial (COF),BOK Financial (Bank of Oklahoma),United States,39.7837304,-100.445882,CONFIRMED,confirmed,"BOK Financial was one of the ~27 institutions degraded by the same January 2025 FIS Global power/hardware failure, sharing identical core-banking third-party concentration risk.",news_report,https://www.paymentsdive.com/news/capital-one-outage-fis-bank-of-oklahoma-citi/737858/,Payments Dive: FIS entangled in Capital One outage over days (Jan 2025)
ATK-BANK-030,Capital One Financial (COF),Cadence Bank,United States,30.1767966,-93.1879264,MEDIUM,resourced_correctly,"Cadence Bank experienced disruptions from the same FIS Global outage that froze Capital One deposits, exposed to the identical single-vendor core-processing dependency.",news_report,https://www.bankingdive.com/news/capital-one-outage-fis-bank-of-oklahoma-citi/737847/,"Banking Dive confirms Cadence Bank (Tupelo, MS) experienced disruptions in the same Jan 2025 FIS Global power/hardware outage that hit Capital One and Bank of Oklahoma -- original URL genuinely supports this claim."
ATK-BANK-030,Capital One Financial (COF),Citibank,United States,36.1417899,-115.2851747,DIRECTIONAL,citation_mismatch_downgraded,"Citibank's mobile app and fraud-alert services were degraded in the same FIS-linked outage window, sharing the vendor-concentration exposure that hit Capital One.",unverified_citation,,Original citation (https://www.americanbanker.com/news/capital-ones-five-day-outage-highlights-third-party-risk) checked and does not mention Citibank in support of this claim; downgraded to unverified.
ATK-BANK-030,Capital One Financial (COF),Fiserv,United States,43.0377259,-87.9157504,MEDIUM,resourced_correctly,"Fiserv is the rival core/payments processor whose own May 2025 fault froze Zelle and ACH for thousands of banks, mirroring the exact single-vendor systemic failure surface that FIS created for Capital One.",news_report,https://www.americanbanker.com/payments/news/banks-recover-from-friday-fiserv-outage,"American Banker confirms Fiserv's May 2025 data-center issue disrupted Zelle, ACH, bill pay and direct deposit across banks/credit unions dependent on its processing."
ATK-BANK-031,HSBC HK retail customers,Hang Seng Bank,Hong Kong,22.2905096,114.1945506,REPORTED,confirmed,"Hang Seng, HSBC's majority-owned Hong Kong subsidiary, was locked out in the same outage windows (its app down alongside HSBC in Jan and again 15 June 2026), sharing the common-mode core-infrastructure failure risk.",news_report,https://www.scmp.com/business/article/3357094/hsbc-mobile-app-glitch-locks-out-hong-kong-customers-monday-morning,"SCMP: HSBC, Hang Seng mobile apps restored after glitches (2026)"
ATK-BANK-031,HSBC HK retail customers,Standard Chartered,United Kingdom,51.5166257,-0.0908534,DIRECTIONAL,model_inference,"Standard Chartered is a fellow HKMA-supervised note-issuing bank in Hong Kong running the same always-on multi-channel retail infrastructure, exposed to comparable cross-channel outage and regulatory root-cause-investigation risk.",model_inference,,sector peer inferred from competitor knowledge; not source-verified
ATK-BANK-031,HSBC HK retail customers,Bank of China (Hong Kong),Hong Kong,22.4135377,113.9828786,DIRECTIONAL,model_inference,BOCHK is one of Hong Kong's three note-issuing retail banks with a mass digital customer base and the same HKMA operational-resilience expectations that HSBC breached in the city-wide outage.,model_inference,,sector peer inferred from competitor knowledge; not source-verified
ATK-BANK-031,HSBC HK retail customers,Bank of East Asia,Hong Kong,22.2697672,114.1850217,DIRECTIONAL,model_inference,"BEA is a domestically important Hong Kong retail bank running consolidated app/online/branch channels, carrying the same single-point-of-failure exposure the HSBC incident exposed.",model_inference,,sector peer inferred from competitor knowledge; not source-verified
ATK-BANK-032,VTB Bank,Deutsche Bank,Germany,51.4536352,7.0093836,REPORTED,reconfirmed_via_search,"Deutsche Bank had roughly EUR239M of Russian assets frozen by a St Petersburg court in a parallel 2024 case, facing the same retaliatory-seizure risk for Western banks still holding in-country assets while complying with sanctions.",news_report,https://www.bloomberg.com/news/articles/2024-05-17/russian-court-freezes-unicredit-assets-on-gazprom-venture-claim,Confirmed: St Petersburg court froze EUR239M of Deutsche Bank assets (plus Commerzbank/UniCredit) in May 2024 over a terminated Linde gas-plant guarantee dispute tied to sanctions.
